"item","id","resp","testlet","domain","subdomain"
MD4,143,0,MD,arithmetic,division
MD4,487,0,MD,arithmetic,division
MD4,339,0,MD,arithmetic,division
MD4,501,0,MD,arithmetic,division
MD4,625,0,MD,arithmetic,division
MD4,370,0,MD,arithmetic,division
MD4,121,0,MD,arithmetic,division
MD4,401,0,MD,arithmetic,division
MD4,35,0,MD,arithmetic,division
MD4,498,0,MD,arithmetic,division
MD4,240,0,MD,arithmetic,division
MD4,300,0,MD,arithmetic,division
MD4,419,0,MD,arithmetic,division
MD4,92,0,MD,arithmetic,division
MD4,574,0,MD,arithmetic,division
MD4,281,0,MD,arithmetic,division
MD4,546,0,MD,arithmetic,division
MD4,601,0,MD,arithmetic,division
MD4,485,0,MD,arithmetic,division
MD4,343,0,MD,arithmetic,division
MD4,367,0,MD,arithmetic,division
MD4,206,0,MD,arithmetic,division
MD4,4,0,MD,arithmetic,division
MD4,578,0,MD,arithmetic,division
MD4,292,0,MD,arithmetic,division
MD4,505,0,MD,arithmetic,division
MD4,603,0,MD,arithmetic,division
MD4,405,0,MD,arithmetic,division
MD4,119,0,MD,arithmetic,division
MD4,334,0,MD,arithmetic,division
MD4,46,0,MD,arithmetic,division
MD4,11,0,MD,arithmetic,division
MD4,633,0,MD,arithmetic,division
MD4,345,0,MD,arithmetic,division
MD4,659,0,MD,arithmetic,division
MD4,257,0,MD,arithmetic,division
MD4,355,0,MD,arithmetic,division
MD4,270,0,MD,arithmetic,division
MD4,415,0,MD,arithmetic,division
MD4,31,0,MD,arithmetic,division
MD4,414,0,MD,arithmetic,division
MD4,37,0,MD,arithmetic,division
MD4,203,0,MD,arithmetic,division
MD4,173,0,MD,arithmetic,division
MD4,394,0,MD,arithmetic,division
MD4,606,0,MD,arithmetic,division
MD4,53,0,MD,arithmetic,division
MD4,613,0,MD,arithmetic,division
MD4,520,0,MD,arithmetic,division
MD4,177,0,MD,arithmetic,division
MD4,294,0,MD,arithmetic,division
MD4,153,0,MD,arithmetic,division
MD4,635,0,MD,arithmetic,division
MD4,464,0,MD,arithmetic,division
MD4,116,0,MD,arithmetic,division
MD4,445,0,MD,arithmetic,division
MD4,179,0,MD,arithmetic,division
MD4,8,0,MD,arithmetic,division
MD4,644,0,MD,arithmetic,division
MD4,448,0,MD,arithmetic,division
MD4,451,0,MD,arithmetic,division
MD4,81,0,MD,arithmetic,division
MD4,246,0,MD,arithmetic,division
MD4,527,0,MD,arithmetic,division
MD4,329,0,MD,arithmetic,division
MD4,315,0,MD,arithmetic,division
MD4,598,0,MD,arithmetic,division
MD4,139,0,MD,arithmetic,division
MD4,636,0,MD,arithmetic,division
MD4,86,0,MD,arithmetic,division
MD4,454,0,MD,arithmetic,division
MD4,12,0,MD,arithmetic,division
MD4,653,0,MD,arithmetic,division
MD4,259,0,MD,arithmetic,division
MD4,128,0,MD,arithmetic,division
MD4,559,0,MD,arithmetic,division
MD4,229,0,MD,arithmetic,division
MD4,127,0,MD,arithmetic,division
MD4,528,0,MD,arithmetic,division
MD4,258,0,MD,arithmetic,division
MD4,646,0,MD,arithmetic,division
MD4,75,0,MD,arithmetic,division
MD4,39,0,MD,arithmetic,division
MD4,368,0,MD,arithmetic,division
MD4,336,0,MD,arithmetic,division
MD4,102,0,MD,arithmetic,division
MD4,78,0,MD,arithmetic,division
MD4,193,0,MD,arithmetic,division
MD4,27,0,MD,arithmetic,division
MD4,404,0,MD,arithmetic,division
MD4,236,0,MD,arithmetic,division
MD4,23,0,MD,arithmetic,division
MD4,567,0,MD,arithmetic,division
MD4,519,0,MD,arithmetic,division
MD4,397,0,MD,arithmetic,division
MD4,290,0,MD,arithmetic,division
MD4,204,0,MD,arithmetic,division
MD4,571,0,MD,arithmetic,division
MD4,266,0,MD,arithmetic,division
MD4,582,0,MD,arithmetic,division
MD4,344,0,MD,arithmetic,division
MD4,214,0,MD,arithmetic,division
MD4,357,0,MD,arithmetic,division
MD4,657,0,MD,arithmetic,division
MD4,244,0,MD,arithmetic,division
MD4,550,0,MD,arithmetic,division
MD4,175,0,MD,arithmetic,division
MD4,295,0,MD,arithmetic,division
MD4,518,0,MD,arithmetic,division
MD4,154,0,MD,arithmetic,division
MD4,507,0,MD,arithmetic,division
MD4,347,0,MD,arithmetic,division
MD4,235,0,MD,arithmetic,division
MD4,260,0,MD,arithmetic,division
MD4,616,0,MD,arithmetic,division
MD4,411,0,MD,arithmetic,division
MD4,481,0,MD,arithmetic,division
MD4,267,0,MD,arithmetic,division
MD4,180,0,MD,arithmetic,division
MD4,548,0,MD,arithmetic,division
MD4,630,0,MD,arithmetic,division
MD4,575,0,MD,arithmetic,division
MD4,410,0,MD,arithmetic,division
MD4,568,0,MD,arithmetic,division
MD4,221,0,MD,arithmetic,division
MD4,604,0,MD,arithmetic,division
MD4,376,0,MD,arithmetic,division
MD4,655,0,MD,arithmetic,division
MD4,200,0,MD,arithmetic,division
MD4,320,0,MD,arithmetic,division
MD4,133,0,MD,arithmetic,division
MD4,24,0,MD,arithmetic,division
MD4,400,0,MD,arithmetic,division
MD4,425,0,MD,arithmetic,division
MD4,160,0,MD,arithmetic,division
MD4,421,0,MD,arithmetic,division
MD4,42,0,MD,arithmetic,division
MD4,308,0,MD,arithmetic,division
MD4,387,0,MD,arithmetic,division
MD4,429,0,MD,arithmetic,division
MD4,576,0,MD,arithmetic,division
MD4,605,0,MD,arithmetic,division
MD4,600,0,MD,arithmetic,division
MD4,64,0,MD,arithmetic,division
MD4,114,0,MD,arithmetic,division
MD4,234,0,MD,arithmetic,division
MD4,36,0,MD,arithmetic,division
MD4,174,0,MD,arithmetic,division
MD4,525,0,MD,arithmetic,division
MD4,326,0,MD,arithmetic,division
MD4,47,0,MD,arithmetic,division
MD4,634,0,MD,arithmetic,division
MD4,488,0,MD,arithmetic,division
MD4,5,0,MD,arithmetic,division
MD4,6,0,MD,arithmetic,division
MD4,90,0,MD,arithmetic,division
MD4,149,0,MD,arithmetic,division
MD4,496,0,MD,arithmetic,division
MD4,514,0,MD,arithmetic,division
MD4,348,0,MD,arithmetic,division
MD4,413,0,MD,arithmetic,division
MD4,335,0,MD,arithmetic,division
MD4,436,0,MD,arithmetic,division
MD4,297,0,MD,arithmetic,division
MD4,41,0,MD,arithmetic,division
MD4,61,0,MD,arithmetic,division
MD4,57,0,MD,arithmetic,division
MD4,280,0,MD,arithmetic,division
MD4,18,0,MD,arithmetic,division
MD4,45,0,MD,arithmetic,division
MD4,643,0,MD,arithmetic,division
MD4,396,0,MD,arithmetic,division
MD4,649,0,MD,arithmetic,division
MD4,89,0,MD,arithmetic,division
MD4,534,0,MD,arithmetic,division
MD4,197,0,MD,arithmetic,division
MD4,136,0,MD,arithmetic,division
MD4,196,0,MD,arithmetic,division
MD4,508,0,MD,arithmetic,division
MD4,462,0,MD,arithmetic,division
MD4,96,0,MD,arithmetic,division
MD4,402,0,MD,arithmetic,division
MD4,227,0,MD,arithmetic,division
MD4,506,0,MD,arithmetic,division
MD4,159,0,MD,arithmetic,division
MD4,407,0,MD,arithmetic,division
MD4,661,0,MD,arithmetic,division
MD4,430,0,MD,arithmetic,division
MD4,150,0,MD,arithmetic,division
MD4,662,0,MD,arithmetic,division
MD4,379,0,MD,arithmetic,division
MD4,426,0,MD,arithmetic,division
MD4,432,0,MD,arithmetic,division
MD4,76,0,MD,arithmetic,division
MD4,584,0,MD,arithmetic,division
MD4,52,0,MD,arithmetic,division
MD4,232,0,MD,arithmetic,division
MD4,69,0,MD,arithmetic,division
MD4,439,0,MD,arithmetic,division
MD4,361,0,MD,arithmetic,division
MD4,262,0,MD,arithmetic,division
ME1,291,0,ME,Measurement,task1
ME1,422,0,ME,Measurement,task1
ME1,231,0,ME,Measurement,task1
ME1,45,0,ME,Measurement,task1
ME1,37,0,ME,Measurement,task1
ME1,528,0,ME,Measurement,task1
ME1,160,0,ME,Measurement,task1
ME1,376,0,ME,Measurement,task1
ME1,49,0,ME,Measurement,task1
ME1,582,0,ME,Measurement,task1
ME1,139,0,ME,Measurement,task1
ME1,321,0,ME,Measurement,task1
ME1,31,0,ME,Measurement,task1
ME1,347,0,ME,Measurement,task1
ME1,421,0,ME,Measurement,task1
ME1,131,0,ME,Measurement,task1
ME1,6,0,ME,Measurement,task1
ME1,183,0,ME,Measurement,task1
ME1,144,0,ME,Measurement,task1
ME1,481,0,ME,Measurement,task1
ME1,344,0,ME,Measurement,task1
ME1,440,0,ME,Measurement,task1
ME1,115,0,ME,Measurement,task1
ME1,78,0,ME,Measurement,task1
ME1,389,0,ME,Measurement,task1
ME1,381,0,ME,Measurement,task1
ME1,423,0,ME,Measurement,task1
ME1,649,0,ME,Measurement,task1
ME1,69,0,ME,Measurement,task1
ME1,133,0,ME,Measurement,task1
ME1,141,0,ME,Measurement,task1
ME1,179,0,ME,Measurement,task1
ME1,294,0,ME,Measurement,task1
ME1,489,0,ME,Measurement,task1
ME1,444,0,ME,Measurement,task1
ME1,128,0,ME,Measurement,task1
ME1,470,0,ME,Measurement,task1
ME1,171,0,ME,Measurement,task1
ME1,474,0,ME,Measurement,task1
ME1,537,0,ME,Measurement,task1
ME1,648,0,ME,Measurement,task1
ME1,272,0,ME,Measurement,task1
ME1,86,0,ME,Measurement,task1
ME1,354,0,ME,Measurement,task1
ME1,197,0,ME,Measurement,task1
ME1,588,0,ME,Measurement,task1
ME1,216,0,ME,Measurement,task1
ME1,142,0,ME,Measurement,task1
ME1,274,0,ME,Measurement,task1
ME1,536,0,ME,Measurement,task1
ME1,211,0,ME,Measurement,task1
ME1,289,0,ME,Measurement,task1
ME1,81,0,ME,Measurement,task1
ME1,226,0,ME,Measurement,task1
ME1,280,0,ME,Measurement,task1
ME1,366,0,ME,Measurement,task1
ME1,232,0,ME,Measurement,task1
ME1,88,0,ME,Measurement,task1
ME1,555,0,ME,Measurement,task1
ME1,87,0,ME,Measurement,task1
ME1,579,0,ME,Measurement,task1
ME1,544,0,ME,Measurement,task1
ME1,509,0,ME,Measurement,task1
ME1,551,0,ME,Measurement,task1
ME1,637,0,ME,Measurement,task1
ME1,384,0,ME,Measurement,task1
ME1,229,0,ME,Measurement,task1
ME1,433,0,ME,Measurement,task1
ME1,459,0,ME,Measurement,task1
ME1,193,0,ME,Measurement,task1
ME1,548,0,ME,Measurement,task1
ME1,180,0,ME,Measurement,task1
ME1,104,0,ME,Measurement,task1
ME1,41,0,ME,Measurement,task1
ME1,650,0,ME,Measurement,task1
ME1,394,0,ME,Measurement,task1
ME1,437,0,ME,Measurement,task1
ME1,606,0,ME,Measurement,task1
ME1,608,0,ME,Measurement,task1
ME1,446,0,ME,Measurement,task1
ME1,18,0,ME,Measurement,task1
ME1,620,0,ME,Measurement,task1
ME1,356,0,ME,Measurement,task1
ME1,214,0,ME,Measurement,task1
ME1,299,0,ME,Measurement,task1
ME1,567,0,ME,Measurement,task1
ME1,641,0,ME,Measurement,task1
ME1,295,0,ME,Measurement,task1
ME1,345,0,ME,Measurement,task1
ME1,397,0,ME,Measurement,task1
ME1,419,0,ME,Measurement,task1
ME1,114,0,ME,Measurement,task1
ME1,200,0,ME,Measurement,task1
ME1,450,0,ME,Measurement,task1
ME1,586,0,ME,Measurement,task1
ME1,94,0,ME,Measurement,task1
ME1,286,0,ME,Measurement,task1
ME1,570,0,ME,Measurement,task1
ME1,431,0,ME,Measurement,task1
ME1,367,0,ME,Measurement,task1
ME1,66,0,ME,Measurement,task1
ME1,112,0,ME,Measurement,task1
ME1,59,0,ME,Measurement,task1
ME1,198,0,ME,Measurement,task1
ME1,625,0,ME,Measurement,task1
ME1,445,0,ME,Measurement,task1
ME1,153,0,ME,Measurement,task1
ME1,597,0,ME,Measurement,task1
ME1,167,0,ME,Measurement,task1
ME1,453,0,ME,Measurement,task1
ME1,275,0,ME,Measurement,task1
ME1,242,0,ME,Measurement,task1
ME1,16,0,ME,Measurement,task1
ME1,63,0,ME,Measurement,task1
ME1,39,0,ME,Measurement,task1
ME1,105,0,ME,Measurement,task1
ME1,583,0,ME,Measurement,task1
ME1,407,0,ME,Measurement,task1
ME1,357,0,ME,Measurement,task1
ME1,257,0,ME,Measurement,task1
ME1,503,0,ME,Measurement,task1
ME1,653,0,ME,Measurement,task1
ME1,576,0,ME,Measurement,task1
ME1,601,0,ME,Measurement,task1
ME1,387,0,ME,Measurement,task1
ME1,253,0,ME,Measurement,task1
ME1,425,0,ME,Measurement,task1
ME1,590,0,ME,Measurement,task1
ME1,484,0,ME,Measurement,task1
ME1,511,0,ME,Measurement,task1
ME1,89,0,ME,Measurement,task1
ME1,304,0,ME,Measurement,task1
ME1,434,0,ME,Measurement,task1
ME1,51,0,ME,Measurement,task1
ME1,135,0,ME,Measurement,task1
ME1,655,0,ME,Measurement,task1
ME1,525,0,ME,Measurement,task1
ME1,400,0,ME,Measurement,task1
ME1,448,0,ME,Measurement,task1
ME1,126,0,ME,Measurement,task1
ME1,343,0,ME,Measurement,task1
ME1,308,0,ME,Measurement,task1
ME1,475,0,ME,Measurement,task1
ME1,569,0,ME,Measurement,task1
ME1,402,0,ME,Measurement,task1
ME1,166,0,ME,Measurement,task1
ME1,451,0,ME,Measurement,task1
ME1,340,0,ME,Measurement,task1
ME1,117,0,ME,Measurement,task1
ME1,99,0,ME,Measurement,task1
ME1,526,0,ME,Measurement,task1
ME1,636,0,ME,Measurement,task1
ME1,553,0,ME,Measurement,task1
ME1,203,0,ME,Measurement,task1
ME1,658,0,ME,Measurement,task1
ME1,415,0,ME,Measurement,task1
ME1,657,0,ME,Measurement,task1
ME1,325,0,ME,Measurement,task1
ME1,11,0,ME,Measurement,task1
ME1,246,0,ME,Measurement,task1
ME1,240,0,ME,Measurement,task1
ME1,638,0,ME,Measurement,task1
ME1,76,0,ME,Measurement,task1
ME1,155,0,ME,Measurement,task1
ME1,595,0,ME,Measurement,task1
ME1,439,0,ME,Measurement,task1
ME1,47,0,ME,Measurement,task1
ME1,165,0,ME,Measurement,task1
ME1,573,0,ME,Measurement,task1
ME1,358,0,ME,Measurement,task1
ME1,477,0,ME,Measurement,task1
ME1,533,0,ME,Measurement,task1
ME1,5,0,ME,Measurement,task1
ME1,644,0,ME,Measurement,task1
ME1,535,0,ME,Measurement,task1
ME1,23,0,ME,Measurement,task1
ME1,332,0,ME,Measurement,task1
ME1,508,0,ME,Measurement,task1
ME1,392,0,ME,Measurement,task1
ME1,307,0,ME,Measurement,task1
ME1,27,0,ME,Measurement,task1
ME1,329,0,ME,Measurement,task1
ME1,277,0,ME,Measurement,task1
ME1,247,0,ME,Measurement,task1
ME1,258,0,ME,Measurement,task1
ME1,57,0,ME,Measurement,task1
ME1,251,0,ME,Measurement,task1
ME1,430,0,ME,Measurement,task1
ME1,149,0,ME,Measurement,task1
ME1,55,0,ME,Measurement,task1
ME1,159,0,ME,Measurement,task1
ME1,64,0,ME,Measurement,task1
ME1,156,0,ME,Measurement,task1
ME1,208,0,ME,Measurement,task1
ME1,589,0,ME,Measurement,task1
ME1,466,0,ME,Measurement,task1
ME1,107,0,ME,Measurement,task1
ME1,317,0,ME,Measurement,task1
ME1,228,0,ME,Measurement,task1
ME1,213,0,ME,Measurement,task1
ME1,178,0,ME,Measurement,task1
ME2,240,0,ME,Measurement,task1
ME2,359,0,ME,Measurement,task1
ME2,307,0,ME,Measurement,task1
ME2,249,0,ME,Measurement,task1
ME2,258,0,ME,Measurement,task1
ME2,513,0,ME,Measurement,task1
ME2,563,0,ME,Measurement,task1
ME2,655,0,ME,Measurement,task1
ME2,175,0,ME,Measurement,task1
ME2,35,0,ME,Measurement,task1
ME2,571,0,ME,Measurement,task1
ME2,558,0,ME,Measurement,task1
ME2,211,0,ME,Measurement,task1
ME2,61,0,ME,Measurement,task1
ME2,169,0,ME,Measurement,task1
ME2,198,0,ME,Measurement,task1
ME2,367,0,ME,Measurement,task1
ME2,496,0,ME,Measurement,task1
ME2,293,0,ME,Measurement,task1
ME2,14,0,ME,Measurement,task1
ME2,100,0,ME,Measurement,task1
ME2,174,0,ME,Measurement,task1
ME2,634,0,ME,Measurement,task1
ME2,441,0,ME,Measurement,task1
ME2,80,0,ME,Measurement,task1
ME2,168,0,ME,Measurement,task1
ME2,73,0,ME,Measurement,task1
ME2,152,0,ME,Measurement,task1
ME2,524,0,ME,Measurement,task1
ME2,173,0,ME,Measurement,task1
ME2,277,0,ME,Measurement,task1
ME2,507,0,ME,Measurement,task1
ME2,660,0,ME,Measurement,task1
ME2,270,0,ME,Measurement,task1
ME2,407,0,ME,Measurement,task1
ME2,470,0,ME,Measurement,task1
ME2,582,0,ME,Measurement,task1
ME2,644,0,ME,Measurement,task1
ME2,414,0,ME,Measurement,task1
ME2,628,0,ME,Measurement,task1
ME2,272,0,ME,Measurement,task1
ME2,610,0,ME,Measurement,task1
ME2,505,0,ME,Measurement,task1
ME2,54,0,ME,Measurement,task1
ME2,517,0,ME,Measurement,task1
ME2,217,0,ME,Measurement,task1
ME2,247,0,ME,Measurement,task1
ME2,465,0,ME,Measurement,task1
ME2,137,0,ME,Measurement,task1
ME2,286,0,ME,Measurement,task1
ME2,232,0,ME,Measurement,task1
ME2,401,0,ME,Measurement,task1
ME2,547,0,ME,Measurement,task1
ME2,429,0,ME,Measurement,task1
ME2,574,0,ME,Measurement,task1
ME2,158,0,ME,Measurement,task1
ME2,361,0,ME,Measurement,task1
ME2,99,0,ME,Measurement,task1
ME2,215,0,ME,Measurement,task1
ME2,207,0,ME,Measurement,task1
ME2,421,0,ME,Measurement,task1
ME2,527,0,ME,Measurement,task1
ME2,664,0,ME,Measurement,task1
ME2,60,0,ME,Measurement,task1
ME2,119,0,ME,Measurement,task1
ME2,663,0,ME,Measurement,task1
ME2,403,0,ME,Measurement,task1
ME2,533,0,ME,Measurement,task1
ME2,165,0,ME,Measurement,task1
ME2,532,0,ME,Measurement,task1
ME2,237,0,ME,Measurement,task1
ME2,18,0,ME,Measurement,task1
ME2,579,0,ME,Measurement,task1
ME2,633,0,ME,Measurement,task1
ME2,248,0,ME,Measurement,task1
ME2,557,0,ME,Measurement,task1
ME2,46,0,ME,Measurement,task1
ME2,246,0,ME,Measurement,task1
ME2,149,0,ME,Measurement,task1
ME2,428,0,ME,Measurement,task1
ME2,446,0,ME,Measurement,task1
ME2,434,0,ME,Measurement,task1
ME2,548,0,ME,Measurement,task1
ME2,167,0,ME,Measurement,task1
ME2,397,0,ME,Measurement,task1
ME2,451,0,ME,Measurement,task1
ME2,490,0,ME,Measurement,task1
ME2,96,0,ME,Measurement,task1
ME2,132,0,ME,Measurement,task1
ME2,55,0,ME,Measurement,task1
ME2,653,0,ME,Measurement,task1
ME2,91,0,ME,Measurement,task1
ME2,389,0,ME,Measurement,task1
ME2,467,0,ME,Measurement,task1
ME2,203,0,ME,Measurement,task1
ME2,296,0,ME,Measurement,task1
ME2,436,0,ME,Measurement,task1
ME2,156,0,ME,Measurement,task1
ME2,185,0,ME,Measurement,task1
ME2,388,0,ME,Measurement,task1
ME2,427,0,ME,Measurement,task1
ME2,178,0,ME,Measurement,task1
ME2,222,0,ME,Measurement,task1
ME2,83,0,ME,Measurement,task1
ME2,254,0,ME,Measurement,task1
ME2,64,0,ME,Measurement,task1
ME2,495,0,ME,Measurement,task1
ME2,481,0,ME,Measurement,task1
ME2,559,0,ME,Measurement,task1
ME2,499,0,ME,Measurement,task1
ME2,452,0,ME,Measurement,task1
ME2,283,0,ME,Measurement,task1
ME2,498,0,ME,Measurement,task1
ME2,196,0,ME,Measurement,task1
ME2,453,0,ME,Measurement,task1
ME2,257,0,ME,Measurement,task1
ME2,561,0,ME,Measurement,task1
ME2,539,0,ME,Measurement,task1
ME2,33,0,ME,Measurement,task1
ME2,551,0,ME,Measurement,task1
ME2,112,0,ME,Measurement,task1
ME2,316,0,ME,Measurement,task1
ME2,541,0,ME,Measurement,task1
ME2,562,0,ME,Measurement,task1
ME2,599,0,ME,Measurement,task1
ME2,231,0,ME,Measurement,task1
ME2,269,0,ME,Measurement,task1
ME2,102,0,ME,Measurement,task1
ME2,93,0,ME,Measurement,task1
ME2,358,0,ME,Measurement,task1
ME2,291,0,ME,Measurement,task1
ME2,620,0,ME,Measurement,task1
ME2,51,0,ME,Measurement,task1
ME2,326,0,ME,Measurement,task1
ME2,200,0,ME,Measurement,task1
ME2,31,0,ME,Measurement,task1
ME2,186,0,ME,Measurement,task1
ME2,133,0,ME,Measurement,task1
ME2,650,0,ME,Measurement,task1
ME2,294,0,ME,Measurement,task1
ME2,317,0,ME,Measurement,task1
ME2,78,0,ME,Measurement,task1
ME2,139,0,ME,Measurement,task1
ME2,552,0,ME,Measurement,task1
ME2,534,0,ME,Measurement,task1
ME2,598,0,ME,Measurement,task1
ME2,5,0,ME,Measurement,task1
ME2,418,0,ME,Measurement,task1
ME2,622,0,ME,Measurement,task1
ME2,58,0,ME,Measurement,task1
ME2,350,0,ME,Measurement,task1
ME2,538,0,ME,Measurement,task1
ME2,113,0,ME,Measurement,task1
ME2,437,0,ME,Measurement,task1
ME2,225,0,ME,Measurement,task1
ME2,406,0,ME,Measurement,task1
ME2,191,0,ME,Measurement,task1
ME2,525,0,ME,Measurement,task1
ME2,419,0,ME,Measurement,task1
ME2,287,0,ME,Measurement,task1
ME2,652,0,ME,Measurement,task1
ME2,337,0,ME,Measurement,task1
ME2,136,0,ME,Measurement,task1
ME2,123,0,ME,Measurement,task1
ME2,224,0,ME,Measurement,task1
ME2,567,0,ME,Measurement,task1
ME2,229,0,ME,Measurement,task1
ME2,466,0,ME,Measurement,task1
ME2,245,0,ME,Measurement,task1
ME2,565,0,ME,Measurement,task1
ME2,355,0,ME,Measurement,task1
ME2,353,0,ME,Measurement,task1
ME2,601,0,ME,Measurement,task1
ME2,611,0,ME,Measurement,task1
ME2,602,0,ME,Measurement,task1
ME2,508,0,ME,Measurement,task1
ME2,300,0,ME,Measurement,task1
ME2,268,0,ME,Measurement,task1
ME2,642,0,ME,Measurement,task1
ME2,251,0,ME,Measurement,task1
ME2,347,0,ME,Measurement,task1
ME2,81,0,ME,Measurement,task1
ME2,374,0,ME,Measurement,task1
ME2,570,0,ME,Measurement,task1
ME2,445,0,ME,Measurement,task1
ME2,155,0,ME,Measurement,task1
ME2,485,0,ME,Measurement,task1
ME2,72,0,ME,Measurement,task1
ME2,590,0,ME,Measurement,task1
ME2,79,0,ME,Measurement,task1
ME2,415,0,ME,Measurement,task1
ME2,273,0,ME,Measurement,task1
ME2,576,0,ME,Measurement,task1
ME2,349,0,ME,Measurement,task1
ME2,373,0,ME,Measurement,task1
ME2,195,0,ME,Measurement,task1
ME2,47,0,ME,Measurement,task1
ME2,362,0,ME,Measurement,task1
ME2,569,0,ME,Measurement,task1
ME2,501,0,ME,Measurement,task1
ME2,448,0,ME,Measurement,task1
ME2,163,0,ME,Measurement,task1
ME2,214,0,ME,Measurement,task1
ME2,356,0,ME,Measurement,task1
ME2,197,0,ME,Measurement,task1
ME2,550,0,ME,Measurement,task1
ME2,469,0,ME,Measurement,task1
ME2,444,0,ME,Measurement,task1
ME2,591,0,ME,Measurement,task1
ME2,661,0,ME,Measurement,task1
ME2,310,0,ME,Measurement,task1
ME2,433,0,ME,Measurement,task1
ME2,586,0,ME,Measurement,task1
ME2,659,0,ME,Measurement,task1
ME2,555,0,ME,Measurement,task1
ME2,387,0,ME,Measurement,task1
ME2,658,0,ME,Measurement,task1
ME2,328,0,ME,Measurement,task1
ME2,41,0,ME,Measurement,task1
ME2,413,0,ME,Measurement,task1
ME2,543,0,ME,Measurement,task1
ME2,455,0,ME,Measurement,task1
ME2,20,0,ME,Measurement,task1
ME2,461,0,ME,Measurement,task1
ME2,616,0,ME,Measurement,task1
ME2,89,0,ME,Measurement,task1
ME2,45,0,ME,Measurement,task1
ME2,402,0,ME,Measurement,task1
ME2,366,0,ME,Measurement,task1
ME2,218,0,ME,Measurement,task1
ME2,17,0,ME,Measurement,task1
ME2,180,0,ME,Measurement,task1
ME2,204,0,ME,Measurement,task1
ME2,289,0,ME,Measurement,task1
ME2,69,0,ME,Measurement,task1
ME2,575,0,ME,Measurement,task1
ME2,651,0,ME,Measurement,task1
ME2,74,0,ME,Measurement,task1
ME2,654,0,ME,Measurement,task1
ME2,487,0,ME,Measurement,task1
ME2,260,0,ME,Measurement,task1
ME2,77,0,ME,Measurement,task1
ME2,394,0,ME,Measurement,task1
ME2,583,0,ME,Measurement,task1
ME2,639,0,ME,Measurement,task1
ME2,641,0,ME,Measurement,task1
ME2,127,0,ME,Measurement,task1
ME2,607,0,ME,Measurement,task1
ME2,295,0,ME,Measurement,task1
ME2,153,0,ME,Measurement,task1
ME2,75,0,ME,Measurement,task1
ME2,228,0,ME,Measurement,task1
ME2,410,0,ME,Measurement,task1
ME2,581,0,ME,Measurement,task1
ME2,37,0,ME,Measurement,task1
ME2,504,0,ME,Measurement,task1
ME2,440,0,ME,Measurement,task1
ME2,3,0,ME,Measurement,task1
ME2,376,0,ME,Measurement,task1
ME2,537,0,ME,Measurement,task1
ME2,515,0,ME,Measurement,task1
ME2,346,0,ME,Measurement,task1
ME2,194,0,ME,Measurement,task1
ME2,492,0,ME,Measurement,task1
ME2,454,0,ME,Measurement,task1
ME2,115,0,ME,Measurement,task1
ME2,154,0,ME,Measurement,task1
ME2,382,0,ME,Measurement,task1
ME2,274,0,ME,Measurement,task1
ME2,425,0,ME,Measurement,task1
ME2,6,0,ME,Measurement,task1
ME2,449,0,ME,Measurement,task1
ME2,615,0,ME,Measurement,task1
ME2,262,0,ME,Measurement,task1
ME2,613,0,ME,Measurement,task1
ME2,182,0,ME,Measurement,task1
ME2,344,0,ME,Measurement,task1
ME2,371,0,ME,Measurement,task1
ME2,121,0,ME,Measurement,task1
ME2,603,0,ME,Measurement,task1
ME2,343,0,ME,Measurement,task1
ME2,332,0,ME,Measurement,task1
ME2,84,0,ME,Measurement,task1
ME2,630,0,ME,Measurement,task1
ME2,129,0,ME,Measurement,task1
ME2,483,0,ME,Measurement,task1
ME2,335,0,ME,Measurement,task1
ME2,141,0,ME,Measurement,task1
ME2,109,0,ME,Measurement,task1
ME2,484,0,ME,Measurement,task1
ME2,489,0,ME,Measurement,task1
ME2,11,0,ME,Measurement,task1
ME2,503,0,ME,Measurement,task1
ME2,494,0,ME,Measurement,task1
ME2,632,0,ME,Measurement,task1
ME2,369,0,ME,Measurement,task1
ME2,385,0,ME,Measurement,task1
ME2,104,0,ME,Measurement,task1
ME2,363,0,ME,Measurement,task1
ME2,528,0,ME,Measurement,task1
ME2,208,0,ME,Measurement,task1
ME2,459,0,ME,Measurement,task1
ME2,629,0,ME,Measurement,task1
ME2,636,0,ME,Measurement,task1
ME2,110,0,ME,Measurement,task1
ME2,573,0,ME,Measurement,task1
ME2,160,0,ME,Measurement,task1
ME2,252,0,ME,Measurement,task1
ME2,313,0,ME,Measurement,task1
ME2,553,0,ME,Measurement,task1
ME2,226,0,ME,Measurement,task1
ME2,234,0,ME,Measurement,task1
ME2,94,0,ME,Measurement,task1
ME2,535,0,ME,Measurement,task1
ME2,514,0,ME,Measurement,task1
ME2,536,0,ME,Measurement,task1
ME2,370,0,ME,Measurement,task1
ME2,348,0,ME,Measurement,task1
ME2,597,0,ME,Measurement,task1
ME2,233,0,ME,Measurement,task1
ME2,398,0,ME,Measurement,task1
ME2,76,0,ME,Measurement,task1
ME2,336,0,ME,Measurement,task1
ME2,15,0,ME,Measurement,task1
ME2,171,0,ME,Measurement,task1
ME2,521,0,ME,Measurement,task1
ME2,450,0,ME,Measurement,task1
ME2,188,0,ME,Measurement,task1
ME2,304,0,ME,Measurement,task1
ME2,474,0,ME,Measurement,task1
ME2,57,0,ME,Measurement,task1
ME2,48,0,ME,Measurement,task1
ME2,236,0,ME,Measurement,task1
